"cruise","transect","replicate","station","mocness_side","net","start_time_utc","start_time_pt","end_time_utc","end_time_pt","start_longitude_dd","start_latitude_dd","end_longitude_dd","end_latitude_dd","minimum_depth_m","maximum_depth_m","volume_from_flow_meter_m3","volume_from_ships_stw_m3","volume_m3_best","mean_temperature_c","mean_salinity_psu","mean_density_kgm3","incomplete_record_in_software_outputs","flow_meter_known_to_be_malfunctioning","potentially_inaccurate_depth_values","unsure_if_net_was_open_for_entire_time_specified","temperature_and_salinity_sensors_malfunctioning","notes"
"W18","NH","MaN",3,1,"2",2018-02-17 10:34:48,2018-02-17 02:34:48,2018-02-17 10:36:56,2018-02-17 02:36:56,-124.66055,44.65198,-124.66215,44.65198,50.9,71.2,71.0973431804407,52.531684188723,71.0973431804407,10.4231328125,32.83884375,1025.46694527567,"","","","","",""
"W18","NH","MaN",3,4,"2",2018-02-17 10:34:48,2018-02-17 02:34:48,2018-02-17 10:36:56,2018-02-17 02:36:56,-124.66055,44.65198,-124.66215,44.65198,50.9,71.2,284.389372721763,210.477916493629,284.389372721763,10.4231328125,32.83884375,1025.46694527567,"","","","","",""
"W18","NH","MaN",3,1,"3",2018-02-17 10:36:56,2018-02-17 02:36:56,2018-02-17 10:42:56,2018-02-17 02:42:56,-124.66216,44.65198,-124.66618,44.65198,24.6,51.062,177.939181224221,224.612758127094,177.939181224221,10.5331722222222,32.6438138888889,1025.20680696643,"","","","","",""
"W18","NH","MaN",3,4,"3",2018-02-17 10:36:56,2018-02-17 02:36:56,2018-02-17 10:42:56,2018-02-17 02:42:56,-124.66216,44.65198,-124.66618,44.65198,24.6,51.062,711.756724896885,898.925208740423,711.756724896885,10.5331722222222,32.6438138888889,1025.20680696643,"","","","","",""
"W18","NH","MaN",3,1,"4",2018-02-17 10:42:56,2018-02-17 02:42:56,2018-02-17 10:47:19,2018-02-17 02:47:19,-124.6662,44.65198,-124.66917,44.65198,4.127,24.5,130.809050524064,129.388426404806,130.809050524064,10.4543712121212,32.3569545454545,1024.87552959884,"","","","","",""
"W18","NH","MaN",3,4,"4",2018-02-17 10:42:56,2018-02-17 02:42:56,2018-02-17 10:47:19,2018-02-17 02:47:19,-124.6662,44.65198,-124.66917,44.65198,4.127,24.5,523.236202096256,517.685873154785,523.236202096256,10.4543712121212,32.3569545454545,1024.87552959884,"","","","","",""
"W18","NH","MaN",5,1,"0",2018-02-17 14:07:21,2018-02-17 06:07:21,2018-02-17 14:36:14,2018-02-17 06:36:14,-125.1206,44.65107,-125.14092,44.64584,2.6,102.5,1261.1952358115,572.298850913744,1261.1952358115,10.4465995383728,32.9535954991345,1025.50831940875,"","","","","","Only one net was open for entire tow"
"W18","NH","MaN",5,4,"0",2018-02-17 14:07:21,2018-02-17 06:07:21,2018-02-17 14:36:14,2018-02-17 06:36:14,-125.1206,44.65107,-125.14092,44.64584,2.6,102.5,5044.78094324602,2210.21861882986,5044.78094324602,10.4465995383728,32.9535954991345,1025.50831940875,"","","","","","Only one net was open for entire tow"
"W18","NH","MaD",5,1,"0",2018-02-17 18:09:16,2018-02-17 10:09:16,2018-02-17 18:36:03,2018-02-17 10:36:03,-125.11908,44.65291,-125.13699,44.65142,0.6,99.8,247.728689818969,566.350776527344,247.728689818969,10.4093823163138,32.9938312577833,1025.55525667601,"","","","","","Only one net was open for entire tow"
"W18","NH","MaD",5,4,"0",2018-02-17 18:09:16,2018-02-17 10:09:16,2018-02-17 18:36:03,2018-02-17 10:36:03,-125.11908,44.65291,-125.13699,44.65142,0.6,99.8,990.914759275874,1969.96861662025,990.914759275874,10.4093823163138,32.9938312577833,1025.55525667601,"","","","","","Only one net was open for entire tow"
"W18","NH","MaD",3,1,"0",2018-02-17 22:58:28,2018-02-17 14:58:28,2018-02-17 23:32:40,2018-02-17 15:32:40,-124.65076,44.6485,-124.67264,44.64652,0.9,98.7,268.318793129359,572.298850913744,268.318793129359,10.3008104543234,32.8387899364924,1025.45122340888,"","","","","","Only one net was open for entire tow; times in log are wrong"
"W18","NH","MaD",3,4,"0",2018-02-17 22:58:28,2018-02-17 14:58:28,2018-02-17 23:32:40,2018-02-17 15:32:40,-124.65076,44.6485,-124.67264,44.64652,0.9,98.7,1073.27517251743,2241.23209456377,1073.27517251743,10.3008104543234,32.8387899364924,1025.45122340888,"","","","","","Only one net was open for entire tow; times in log are wrong"
"W18","NH","MaD",1,1,"0",2018-02-18 04:15:43,2018-02-17 20:15:43,2018-02-18 04:24:52,2018-02-17 20:24:52,-124.29635,44.65112,-124.30109,44.65124,11.943,51.7,201.43692435654,347.912993869518,201.43692435654,10.3950974632844,32.434393858478,1025.0123862045,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","NH","MaD",1,4,"0",2018-02-18 04:15:43,2018-02-17 20:15:43,2018-02-18 04:24:52,2018-02-17 20:24:52,-124.29635,44.65112,-124.30109,44.65124,11.943,51.7,805.770940668224,1367.22251129143,805.770940668224,10.3950974632844,32.434393858478,1025.0123862045,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","NH","MaD",1,1,"3",2018-02-18 04:24:52,2018-02-17 20:24:52,2018-02-18 04:28:35,2018-02-17 20:28:35,-124.30111,44.65125,-124.30375,44.65123,25.5,53.7,NA,86.3877637431291,86.3877637431291,10.4701050724638,32.6848695652174,1025.25631555262,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","NH","MaD",1,4,"3",2018-02-18 04:24:52,2018-02-17 20:24:52,2018-02-18 04:28:35,2018-02-17 20:28:35,-124.30111,44.65125,-124.30375,44.65123,25.5,53.7,NA,346.133948749397,346.133948749397,10.4701050724638,32.6848695652174,1025.25631555262,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","NH","MaD",1,1,"4",2018-02-18 04:28:35,2018-02-17 20:28:35,2018-02-18 04:34:48,2018-02-17 20:34:48,-124.30377,44.65123,-124.30854,44.65145,2.1,25.359,187.982545557631,226.191658705197,187.982545557631,10.3087712765957,32.2928563829787,1024.86235167769,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","NH","MaD",1,4,"4",2018-02-18 04:28:35,2018-02-17 20:28:35,2018-02-18 04:34:48,2018-02-17 20:34:48,-124.30377,44.65123,-124.30854,44.65145,2.1,25.359,751.930182230526,901.572664814251,751.930182230526,10.3087712765957,32.2928563829787,1024.86235167769,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",1,1,"0",2018-02-20 03:52:46,2018-02-19 19:52:46,2018-02-20 04:00:55,2018-02-19 20:00:55,-124.26872,41.05758,-124.26947,41.05846,0.5,50.223,187.538563927158,350.357450818995,187.538563927158,9.72981595092025,33.4162126789366,1025.9038697726,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",1,4,"0",2018-02-20 03:52:46,2018-02-19 19:52:46,2018-02-20 04:00:55,2018-02-19 20:00:55,-124.26872,41.05758,-124.26947,41.05846,0.5,50.223,750.15425570863,1374.85275378967,750.15425570863,9.72981595092025,33.4162126789366,1025.9038697726,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",1,1,"3",2018-02-20 04:00:55,2018-02-19 20:00:55,2018-02-20 04:05:33,2018-02-19 20:05:33,-124.26947,41.05846,-124.2704,41.05936,25.32,49.19,162.704445241478,187.443310764873,162.704445241478,9.75425179856115,33.4152374100719,1025.92819022834,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",1,4,"3",2018-02-20 04:00:55,2018-02-19 20:00:55,2018-02-20 04:05:33,2018-02-19 20:05:33,-124.26947,41.05846,-124.2704,41.05936,25.32,49.19,650.817780965911,742.020597029066,650.817780965911,9.75425179856115,33.4152374100719,1025.92819022834,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",1,1,"4",2018-02-20 04:05:33,2018-02-19 20:05:33,2018-02-20 04:11:08,2018-02-19 20:11:08,-124.27041,41.05936,-124.27103,41.06045,2.6,25.4,197.70013494924,169.049153147252,197.70013494924,9.79339285714286,33.371681547619,1025.77618338836,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",1,4,"4",2018-02-20 04:05:33,2018-02-19 20:05:33,2018-02-20 04:11:08,2018-02-19 20:11:08,-124.27041,41.05936,-124.27103,41.06045,2.6,25.4,790.800539796959,672.310670211106,790.800539796959,9.79339285714286,33.371681547619,1025.77618338836,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",3,1,"0",2018-02-20 06:04:16,2018-02-19 22:04:16,2018-02-20 06:18:57,2018-02-19 22:18:57,-124.43383,41.0589,-124.43302,41.06513,0.6,102.6,284.640658828307,470.176544709438,284.640658828307,9.83368109339408,33.2359031890661,1025.81165075664,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",3,4,"0",2018-02-20 06:04:16,2018-02-19 22:04:16,2018-02-20 06:18:57,2018-02-19 22:18:57,-124.43383,41.0589,-124.43302,41.06513,0.6,102.6,1138.56263531323,1801.6430235512,1138.56263531323,9.83368109339408,33.2359031890661,1025.81165075664,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",3,1,"1",2018-02-20 06:18:57,2018-02-19 22:18:57,2018-02-20 06:23:19,2018-02-19 22:23:19,-124.43302,41.06514,-124.43263,41.0672,75.661,102.6,111.710388059773,191.908028001997,111.710388059773,8.84724809160305,33.767679389313,1026.57946162319,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",3,4,"1",2018-02-20 06:18:57,2018-02-19 22:18:57,2018-02-20 06:23:19,2018-02-19 22:23:19,-124.43302,41.06514,-124.43263,41.0672,75.661,102.6,446.841552239094,759.713133023803,446.841552239094,8.84724809160305,33.767679389313,1026.57946162319,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",3,1,"2",2018-02-20 06:23:19,2018-02-19 22:23:19,2018-02-20 06:27:18,2018-02-19 22:27:18,-124.43263,41.06721,-124.43246,41.06906,47.9,76,111.35573678388,146.880055176697,111.35573678388,9.36808786610879,33.526359832636,1026.18647880454,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",3,4,"2",2018-02-20 06:23:19,2018-02-19 22:23:19,2018-02-20 06:27:18,2018-02-19 22:27:18,-124.43263,41.06721,-124.43246,41.06906,47.9,76,445.42294713552,587.62306880108,445.42294713552,9.36808786610879,33.526359832636,1026.18647880454,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",3,1,"3",2018-02-20 06:27:18,2018-02-19 22:27:18,2018-02-20 06:31:38,2018-02-19 22:31:38,-124.43246,41.06907,-124.43229,41.07112,24.419,47.424,148.208547398864,159.561116207077,148.208547398864,10.3053423076923,33.0688961538462,1025.55711215434,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",3,4,"3",2018-02-20 06:27:18,2018-02-19 22:27:18,2018-02-20 06:31:38,2018-02-19 22:31:38,-124.43246,41.06907,-124.43229,41.07112,24.419,47.424,592.834189595456,636.749803916847,592.834189595456,10.3053423076923,33.0688961538462,1025.55711215434,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",3,1,"4",2018-02-20 06:31:38,2018-02-19 22:31:38,2018-02-20 06:38:04,2018-02-19 22:38:04,-124.43229,41.07113,-124.43129,41.07408,1.7,24.9,235.110935943104,302.602257544086,235.110935943104,10.4491214470284,32.9892558139535,1025.3732759338,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",3,4,"4",2018-02-20 06:31:38,2018-02-19 22:31:38,2018-02-20 06:38:04,2018-02-19 22:38:04,-124.43229,41.07113,-124.43129,41.07408,1.7,24.9,940.443743772418,1195.39376754405,940.443743772418,10.4491214470284,32.9892558139535,1025.3732759338,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",5,1,"0",2018-02-20 09:54:19,2018-02-20 01:54:19,2018-02-20 10:10:42,2018-02-20 02:10:42,-124.74919,41.05828,-124.75043,41.06205,1.6,98.635,344.672001486924,491.66481597474,344.672001486924,9.78115259409969,33.3010956256358,1025.86974791815,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",5,4,"0",2018-02-20 09:54:19,2018-02-20 01:54:19,2018-02-20 10:10:42,2018-02-20 02:10:42,-124.74919,41.05828,-124.75043,41.06205,1.6,98.635,1378.6880059477,1834.46829042494,1378.6880059477,9.78115259409969,33.3010956256358,1025.86974791815,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",5,1,"1",2018-02-20 10:10:42,2018-02-20 02:10:42,2018-02-20 10:14:38,2018-02-20 02:14:38,-124.75043,41.06206,-124.75078,41.06307,73.9,98.1,119.001406733552,126.139642314553,119.001406733552,9.62823728813559,33.4867542372881,1026.2292243258,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",5,4,"1",2018-02-20 10:10:42,2018-02-20 02:10:42,2018-02-20 10:14:38,2018-02-20 02:14:38,-124.75043,41.06206,-124.75078,41.06307,73.9,98.1,476.005626934209,505.156846554888,476.005626934209,9.62823728813559,33.4867542372881,1026.2292243258,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",5,1,"2",2018-02-20 10:14:38,2018-02-20 02:14:38,2018-02-20 10:20:13,2018-02-20 02:20:13,-124.75078,41.06307,-124.75125,41.0645,51.1,73.6,172.340669743299,228.341688213665,172.340669743299,9.69606865671642,33.3950985074627,1026.03147951339,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",5,4,"2",2018-02-20 10:14:38,2018-02-20 02:14:38,2018-02-20 10:20:13,2018-02-20 02:20:13,-124.75078,41.06307,-124.75125,41.0645,51.1,73.6,689.362678973195,906.486304969908,689.362678973195,9.69606865671642,33.3950985074627,1026.03147951339,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",5,1,"3",2018-02-20 10:20:13,2018-02-20 02:20:13,2018-02-20 10:26:45,2018-02-20 02:26:45,-124.75125,41.0645,-124.75181,41.06618,24.483,51.117,219.043561172943,309.466393203523,219.043561172943,9.7144362244898,33.3410969387755,1025.88076961284,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",5,4,"3",2018-02-20 10:20:13,2018-02-20 02:20:13,2018-02-20 10:26:45,2018-02-20 02:26:45,-124.75125,41.0645,-124.75181,41.06618,24.483,51.117,876.174244691774,1223.36011273737,876.174244691774,9.7144362244898,33.3410969387755,1025.88076961284,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",5,1,"4",2018-02-20 10:26:45,2018-02-20 02:26:45,2018-02-20 10:32:34,2018-02-20 02:32:34,-124.75181,41.06617,-124.75222,41.0674,0.9,23.7,205.449926437991,243.349377563237,205.449926437991,9.90716285714286,33.1647771428571,1025.59521688402,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaN",5,4,"4",2018-02-20 10:26:45,2018-02-20 02:26:45,2018-02-20 10:32:34,2018-02-20 02:32:34,-124.75181,41.06617,-124.75222,41.0674,0.9,23.7,821.799705751965,965.722456789075,821.799705751965,9.90716285714286,33.1647771428571,1025.59521688402,"","","","","","Times in log are about an hour earlier than those in software outputs"
"W18","TR","MaD",5,1,"0",2018-02-20 15:18:11,2018-02-20 07:18:11,2018-02-20 15:46:55,2018-02-20 07:46:55,-124.75873,41.04911,-124.76523,41.05029,1.8,105,224.223073396361,572.298850913744,224.223073396361,9.79380360255665,33.3303091226031,1025.90635899635,"","","","","","Only one net was open for entire tow"
"W18","TR","MaD",5,4,"0",2018-02-20 15:18:11,2018-02-20 07:18:11,2018-02-20 15:46:55,2018-02-20 07:46:55,-124.75873,41.04911,-124.76523,41.05029,1.8,105,896.892293585442,2241.23209456377,896.892293585442,9.79380360255665,33.3303091226031,1025.90635899635,"","","","","","Only one net was open for entire tow"
"W18","TR","MaD",3,1,"0",2018-02-20 18:46:17,2018-02-20 10:46:17,2018-02-20 19:18:12,2018-02-20 11:18:12,-124.43355,41.06038,-124.42581,41.07415,2.7,102.9,NA,572.298850913744,572.298850913744,9.81404545454545,33.3001541274817,1025.87135322439,"","Yes","","","","Only one net was open for entire tow"
"W18","TR","MaD",3,4,"0",2018-02-20 18:46:17,2018-02-20 10:46:17,2018-02-20 19:18:12,2018-02-20 11:18:12,-124.43355,41.06038,-124.42581,41.07415,2.7,102.9,NA,2210.21861882986,2210.21861882986,9.81404545454545,33.3001541274817,1025.87135322439,"","Yes","","","","Only one net was open for entire tow"
"W18","TR","MaD",2,1,"0",2018-02-20 20:53:46,2018-02-20 12:53:46,2018-02-20 21:20:41,2018-02-20 13:20:41,-124.3381,41.05764,-124.31937,41.05063,3.4,99.3,163.323156793552,523.713738146403,163.323156793552,9.30983405572755,33.5340953560371,1026.15507140336,"","","","","","Only one net was open for entire tow"
"W18","TR","MaD",2,4,"0",2018-02-20 20:53:46,2018-02-20 12:53:46,2018-02-20 21:20:41,2018-02-20 13:20:41,-124.3381,41.05764,-124.31937,41.05063,3.4,99.3,653.292627174207,1859.79077422614,653.292627174207,9.30983405572755,33.5340953560371,1026.15507140336,"","","","","","Only one net was open for entire tow"
"W18","TR","MaD",1,1,"0",2018-02-20 22:24:59,2018-02-20 14:24:59,2018-02-20 22:41:42,2018-02-20 14:41:42,-124.27161,41.05854,-124.28301,41.06144,2.4,52.2,166.339683229092,482.902355840191,166.339683229092,9.0965250501002,33.6739539078156,1026.18511360745,"","","","","","Only one net was open for entire tow"
"W18","TR","MaD",1,4,"0",2018-02-20 22:24:59,2018-02-20 14:24:59,2018-02-20 22:41:42,2018-02-20 14:41:42,-124.27161,41.05854,-124.28301,41.06144,2.4,52.2,665.358732916369,1810.95584423025,665.358732916369,9.0965250501002,33.6739539078156,1026.18511360745,"","","","","","Only one net was open for entire tow"
"W18","NH","MbD",5,1,"0",2018-02-23 16:03:53,2018-02-23 08:03:53,2018-02-23 16:33:15,2018-02-23 08:33:15,-125.11497,44.6521,-125.09445,44.65239,0.817,99.7,213.514852160438,546.333999526978,213.514852160438,9.7930448608745,32.6651936399773,1025.38534553739,"","","","","","Only one net was open for entire tow"
"W18","NH","MbD",5,4,"0",2018-02-23 16:03:53,2018-02-23 08:03:53,2018-02-23 16:33:15,2018-02-23 08:33:15,-125.11497,44.6521,-125.09445,44.65239,0.817,99.7,854.059408641754,1934.87919182859,854.059408641754,9.7930448608745,32.6651936399773,1025.38534553739,"","","","","","Only one net was open for entire tow"
"W18","NH","MbD",3,1,"0",2018-02-23 19:34:48,2018-02-23 11:34:48,2018-02-23 20:03:31,2018-02-23 12:03:31,-124.64777,44.6512,-124.64898,44.63754,1.1,100.3,110.52933014731,572.298850913744,110.52933014731,9.95670393974508,32.7542242178447,1025.4337469655,"","","","","","Only one net was open for entire tow"
"W18","NH","MbD",3,4,"0",2018-02-23 19:34:48,2018-02-23 11:34:48,2018-02-23 20:03:31,2018-02-23 12:03:31,-124.64777,44.6512,-124.64898,44.63754,1.1,100.3,442.117320589241,2140.33445809657,442.117320589241,9.95670393974508,32.7542242178447,1025.4337469655,"","","","","","Only one net was open for entire tow"
"W18","NH","MbD",2,1,"0",2018-02-23 21:51:58,2018-02-23 13:51:58,2018-02-23 22:07:38,2018-02-23 14:07:38,-124.41262,44.64822,-124.41452,44.63938,1.6,50.4,143.365840281414,464.165517958436,143.365840281414,10.3470850159405,32.449045696068,1025.02161774245,"","","","","","Only one net was open for entire tow"
"W18","NH","MbD",2,4,"0",2018-02-23 21:51:58,2018-02-23 13:51:58,2018-02-23 22:07:38,2018-02-23 14:07:38,-124.41262,44.64822,-124.41452,44.63938,1.6,50.4,573.463361125655,1794.17336481674,573.463361125655,10.3470850159405,32.449045696068,1025.02161774245,"","","","","","Only one net was open for entire tow"
"W18","NH","MbD",1,1,"0",2018-02-23 23:29:00,2018-02-23 15:29:00,2018-02-23 23:32:40,2018-02-23 15:32:40,-124.29455,44.64862,-124.29461,44.64821,0,48.5,NA,68.5299536741656,68.5299536741656,9.77645,33.2536625,1025.84515319295,"Yes","","","","","Missing software outputs for most of this net; software outputs start at 45.5 m depth and 15:31:20; log says MOCNESS was deployed at 14:29 [sic]; times in log are an hour earlier than in software outputs"
"W18","NH","MbD",1,4,"0",2018-02-23 23:29:00,2018-02-23 15:29:00,2018-02-23 23:32:40,2018-02-23 15:32:40,-124.29455,44.64862,-124.29461,44.64821,0,48.5,NA,274.580743032104,274.580743032104,9.77645,33.2536625,1025.84515319295,"Yes","","","","","Missing software outputs for most of this net; software outputs start at 45.5 m depth and 15:31:20; log says MOCNESS was deployed at 14:29 [sic]; times in log are an hour earlier than in software outputs"
"W18","NH","MbD",1,1,"3",2018-02-23 23:32:40,2018-02-23 15:32:40,2018-02-23 23:36:30,2018-02-23 15:36:30,-124.29462,44.6482,-124.2947,44.64675,23.1,49,46.1627843142824,86.3877637431291,46.1627843142824,10.1327434782609,32.8058913043478,1025.38350909589,"","","","","","Times in log are an hour earlier than in software outputs"
"W18","NH","MbD",1,4,"3",2018-02-23 23:32:40,2018-02-23 15:32:40,2018-02-23 23:36:30,2018-02-23 15:36:30,-124.29462,44.6482,-124.2947,44.64675,23.1,49,184.65113725713,346.133948749397,184.65113725713,10.1327434782609,32.8058913043478,1025.38350909589,"","","","","","Times in log are an hour earlier than in software outputs"
"W18","NH","MbD",1,1,"4",2018-02-23 23:36:30,2018-02-23 15:36:30,2018-02-23 23:40:13,2018-02-23 15:40:13,-124.2947,44.64674,-124.29521,44.64474,1.8,22.2,50.0370827446356,179.907313688079,50.0370827446356,9.57808482142857,31.6697946428571,1024.48416499138,"","","","","","Times in log are an hour earlier than in software outputs"
"W18","NH","MbD",1,4,"4",2018-02-23 23:36:30,2018-02-23 15:36:30,2018-02-23 23:40:13,2018-02-23 15:40:13,-124.2947,44.64674,-124.29521,44.64474,1.8,22.2,200.148330978542,717.993447548739,200.148330978542,9.57808482142857,31.6697946428571,1024.48416499138,"","","","","","Times in log are an hour earlier than in software outputs"
"S18","NH","McD",1,1,"0",2018-07-05 16:59:17,2018-07-05 09:59:17,2018-07-05 17:08:00,2018-07-05 10:08:00,-124.29923,44.65197,-124.30269,44.65193,0,22.5,NA,388.557823401133,388.557823401133,9.37906766917293,33.2250488721805,1025.66813466966,"Yes","Yes","Yes","","","Only one net was open for entire tow: times are from sampling log; software outputs start at 21.1 m depth; flow meter counts are not monotonic; long string of depth values equal to 6.4 m; no values in .txt file"
"S18","NH","McD",1,4,"0",2018-07-05 16:59:17,2018-07-05 09:59:17,2018-07-05 17:08:00,2018-07-05 10:08:00,-124.29923,44.65197,-124.30269,44.65193,0,22.5,NA,1528.05184381411,1528.05184381411,9.37906766917293,33.2250488721805,1025.66813466966,"Yes","Yes","Yes","","","Only one net was open for entire tow: times are from sampling log; software outputs start at 21.1 m depth; flow meter counts are not monotonic; long string of depth values equal to 6.4 m; no values in .txt file"
"S18","TR","MaD",1,1,"0",2018-07-06 16:02:02,2018-07-06 09:02:02,2018-07-06 16:07:50,2018-07-06 09:07:50,-124.26598,41.05858,-124.26996,41.05851,0.4,50.5,55.2437551111363,264.407649793147,55.2437551111363,8.91281104651163,33.8494709302326,1026.35595407599,"","","","","",""
"S18","TR","MaD",1,4,"0",2018-07-06 16:02:02,2018-07-06 09:02:02,2018-07-06 16:07:50,2018-07-06 09:07:50,-124.26598,41.05858,-124.26996,41.05851,0.4,50.5,220.975020444545,1046.36037395348,220.975020444545,8.91281104651163,33.8494709302326,1026.35595407599,"","","","","",""
"S18","TR","MaD",1,1,"3",2018-07-06 16:07:50,2018-07-06 09:07:50,2018-07-06 16:12:00,2018-07-06 09:12:00,-124.26997,41.05851,-124.27282,41.0585,26.9,47.4,82.631505358476,144.79042712711,82.631505358476,8.435068,33.87328,1026.49306361432,"","","","","",""
